ID,Nombre,Categoria,Marca,Precio,CodeBar
1788,Eggplant Oriental,Technology,NVE Corporation,$84.51,214-76-9397
1789,Beef - Shank,Capital Goods,"Accelerate Diagnostics, Inc.",$81.98,317-94-3396
1790,Spinach - Packaged,Finance,CABCO Series 2004-101 Trust,$6.32,724-44-6735
1791,"Pasta - Lasagna Noodle, Frozen",Energy,General Electric Capital Corporation,$42.94,774-49-3980
1792,Grapefruit - Pink,Finance,MS Structured Asset Corp Saturns GE Cap Corp Series 2002-14,$50.83,427-87-6246
1793,Cod - Black Whole Fillet,Basic Industries,Koppers Holdings Inc.,$92.52,740-58-5344
1794,Chips Potato All Dressed - 43g,Consumer Services,Duluth Holdings Inc.,$57.79,751-09-8415
1795,Bread Fig And Almond,Finance,"Bankwell Financial Group, Inc.",$63.04,435-41-2048
1796,"Cheese - Brie, Cups 125g",Public Utilities,Telefonica Brasil S.A.,$7.05,441-10-7886
1797,Oysters - Smoked,Finance,"Stock Yards Bancorp, Inc.",$3.66,665-15-9896
1798,Campari,Miscellaneous,"Moneygram International, Inc.",$77.21,610-92-4816
1799,Jicama,Health Care,"Minerva Neurosciences, Inc",$92.97,220-29-0093
1800,Tequila - Sauza Silver,Basic Industries,Agnico Eagle Mines Limited,$13.59,534-24-8904
1801,Tahini Paste,Consumer Services,"Ashford Hospitality Prime, Inc.",$34.49,271-08-1886
1802,Bread Base - Gold Formel,Finance,Jacksonville Bancorp Inc.,$77.88,573-62-0540
1803,"Coke - Classic, 355 Ml",n/a,Wells Fargo & Company,$71.84,279-21-3755
1804,Water - Tonic,Health Care,"Aviragen Therapeutics, Inc.",$93.22,765-37-6881
1805,Longos - Lasagna Beef,n/a,Heico Corporation,$72.28,627-83-9281
1806,Pie Filling - Pumpkin,Technology,"Twin Disc, Incorporated",$59.51,519-60-4447
1807,Cranberries - Dry,Health Care,"Altimmune, Inc.",$91.36,844-03-8322
1808,Nantucket Apple Juice,Public Utilities,IDT Corporation,$80.20,845-66-2279
1809,Chicken - Tenderloin,Consumer Services,GMS Inc.,$82.05,746-14-8895
1810,Pickerel - Fillets,Public Utilities,Companhia Paranaense de Energia (COPEL),$46.72,480-11-5377
1811,Ice Cream Bar - Oreo Cone,Capital Goods,"Continental Building Products, Inc.",$57.43,282-73-0008
1812,Cheese - Victor Et Berthold,Health Care,Tenet Healthcare Corporation,$42.87,782-33-2937
1813,Pork - Liver,n/a,Nuveenn Intermediate Duration Quality Municipal Term Fund,$86.42,552-59-7645
1814,Sugar - Invert,Health Care,"Infinity Pharmaceuticals, Inc.",$75.86,140-49-8832
1815,"Roe - Lump Fish, Black",Consumer Services,Vince Holding Corp.,$28.10,685-32-2731
1816,Melon - Cantaloupe,Finance,Electrum Special Acquisition Corporation,$21.89,739-03-7065
1817,"Cheese - Manchego, Spanish",Finance,Banco Santander Brasil SA,$63.17,373-01-1134
1818,"Chilli Paste, Ginger Garlic",Capital Goods,Arconic Inc.,$92.03,184-79-3039
1819,Appetizer - Veg Assortment,Energy,Buckeye Partners L.P.,$99.22,437-39-7283
1820,"Pepper - Black, Crushed",Health Care,"Insmed, Inc.",$49.88,885-79-8338
1821,Puree - Guava,Capital Goods,"Triumph Group, Inc.",$79.03,834-79-2939
1822,"Chicken - Base, Ultimate",Basic Industries,Unilever PLC,$75.75,344-89-0728
1823,Salmon Steak - Cohoe 8 Oz,Capital Goods,"Forterra, Inc.",$47.82,810-45-5535
1824,Wine - Semi Dry Riesling Vineland,n/a,First Trust RBA American Industrial Renaissance ETF,$40.43,578-04-8629
1825,Duck - Fat,Finance,"County Bancorp, Inc.",$9.56,183-09-4686
1826,Duck - Fat,Consumer Services,GasLog LP.,$91.41,301-97-4695
1827,Oil - Canola,n/a,BlackRock New Jersey Municipal Income Trust,$12.79,196-40-9146
1828,Wine - Sauvignon Blanc Oyster,n/a,Regions Financial Corporation,$81.75,371-34-1880
1829,"Tortillas - Flour, 10",n/a,Rand Capital Corporation,$7.62,159-76-4369
1830,Wiberg Super Cure,Basic Industries,Osisko Gold Royalties Ltd,$43.28,811-49-5151
1831,Dc - Sakura Fu,n/a,Allstate Corporation (The),$69.52,703-23-0500
1832,Rice - Sushi,Finance,Horace Mann Educators Corporation,$57.43,789-43-5738
1833,Salt - Seasoned,Consumer Durables,GP Investments Acquisition Corp.,$2.59,670-29-0174
1834,Wine - Trimbach Pinot Blanc,Finance,China Life Insurance Company Limited,$76.39,122-35-8331
1835,Sauce - Hp,Finance,SVB Financial Group,$76.28,455-07-6765
1836,Kolrabi,Capital Goods,"Mobile Mini, Inc.",$73.81,115-35-6483
1837,"Juice - Orange, Concentrate",Health Care,CymaBay Therapeutics Inc.,$36.10,407-58-3530
1838,Scrubbie - Scotchbrite Hand Pad,Technology,"Inspired Entertainment, Inc.",$85.12,660-30-1134
1839,Lumpfish Black,n/a,PowerShares LadderRite 0-5 Year Corporate Bond Portfolio,$23.57,571-07-7151
1840,Chocolate - Mi - Amere Semi,Capital Goods,"China Automotive Systems, Inc.",$82.77,519-42-1495
1841,Olives - Nicoise,n/a,BlackRock Science and Technology Trust,$6.28,628-16-6401
1842,Mustard Prepared,Finance,Modern Media Acquisition Corp.,$57.62,543-67-7518
1843,Turkey Leg With Drum And Thigh,Consumer Services,"Shoe Carnival, Inc.",$53.06,189-66-1748
1844,Pork Loin Bine - In Frenched,Technology,"Quantenna Communications, Inc.",$33.93,755-07-9987
1845,"Mushrooms - Black, Dried",Energy,Pioneer Energy Services Corp.,$14.16,284-76-6901
1846,Tomatoes,Consumer Services,"Colony NorthStar, Inc.",$59.52,306-71-7620
1847,Pate - Peppercorn,Health Care,Zosano Pharma Corporation,$1.93,159-06-3186
1848,"Beef - Chuck, Boneless",Health Care,ADMA Biologics Inc,$93.23,400-95-9604
1849,"Oil - Food, Lacquer Spray",n/a,"NextEra Energy, Inc.",$2.87,806-07-2142
1850,Pastry - Raisin Muffin - Mini,n/a,First Trust Indxx Global Natural Resources Income ETF,$8.37,345-28-9913
1851,Bols Melon Liqueur,Health Care,"Allied Healthcare Products, Inc.",$45.13,326-58-0493
1852,Bread - Granary Small Pull,n/a,Dynegy Inc.,$31.35,572-23-7100
1853,Pail With Metal Handle 16l White,n/a,Ashford Hospitality Trust Inc,$51.80,255-30-8275
1854,"Trout - Rainbow, Frozen",n/a,Managed Duration Investment Grade Municipal Fund,$73.98,493-30-3731
1855,Orange Roughy 6/8 Oz,Technology,"Kforce, Inc.",$98.35,143-88-2661
1856,Wine - Masi Valpolocell,n/a,Ashford Hospitality Trust Inc,$16.73,444-26-2696
1857,Clams - Bay,Consumer Non-Durables,"Berry Global Group, Inc.",$84.27,516-34-9242
1858,Lid - 16 Oz And 32 Oz,Public Utilities,"ONE Gas, Inc.",$90.58,109-46-8491
1859,Hog / Sausage Casing - Pork,Consumer Services,"Navigant Consulting, Inc.",$27.52,690-29-2306
1860,"Mop Head - Cotton, 24 Oz",Finance,Bryn Mawr Bank Corporation,$95.87,811-90-3512
1861,Tart - Raisin And Pecan,n/a,Horizons DAX Germany ETF,$58.93,732-23-1786
1862,"Pasta - Orzo, Dry",Technology,"Aware, Inc.",$12.72,817-81-4984
1863,"Rum - Light, Captain Morgan",n/a,Nuveen Intermediate Duration Municipal Term Fund,$84.72,441-74-6167
1864,Ocean Spray - Ruby Red,Consumer Services,At Home Group Inc.,$40.50,209-40-4746
1865,Cake - Sheet Strawberry,Miscellaneous,NCR Corporation,$80.44,128-32-9048
1866,Steampan Lid,Finance,Ohio Valley Banc Corp.,$4.80,205-73-5955
1867,Cheese - Cambozola,Finance,"Republic Bancorp, Inc.",$27.03,123-06-0634
1868,Garam Marsala,Basic Industries,Female Health Company (The),$11.70,683-62-3766
1869,Thyme - Dried,Public Utilities,"South Jersey Industries, Inc.",$48.17,336-48-4372
1870,Pants Custom Dry Clean,Energy,"Warrior Met Coal, Inc.",$22.28,747-19-9136
1871,"Coconut - Shredded, Sweet",Finance,"PrivateBancorp, Inc.",$45.09,471-69-7454
1872,Pepper - Roasted Red,Health Care,Trinity Biotech plc,$83.82,258-55-7133
1873,"Water - Spring Water, 355 Ml",Technology,"GlassBridge Enterprises, Inc.",$20.81,408-21-5868
1874,"Cheese - Romano, Grated",Consumer Services,Jack In The Box Inc.,$80.40,215-16-6900
1875,"Cheese - Romano, Grated",Miscellaneous,ITUS Corporation,$44.34,713-24-2096
1876,Meldea Green Tea Liquor,n/a,Babson Global Short Duration High Yield Fund,$21.36,556-77-3455
1877,Wine - Fontanafredda Barolo,n/a,First Trust Large Cap Core AlphaDEX Fund,$57.87,407-11-6692
1878,Coffee Decaf Colombian,Consumer Durables,"Industrial Services of America, Inc.",$97.71,351-61-8212
1879,Tea - English Breakfast,Public Utilities,"TC PipeLines, LP",$10.13,398-55-8255
1880,Hipnotiq Liquor,Technology,"On Assignment, Inc.",$26.82,836-62-1399
1881,Wasabi Powder,Consumer Services,Macy's Inc,$58.78,253-08-5206
1882,Radish - Pickled,Consumer Services,Applied DNA Sciences Inc,$17.93,892-04-3069
1883,Glass Clear 7 Oz Xl,Health Care,"Proteon Therapeutics, Inc.",$34.66,273-83-6461
1884,Cheese Cheddar Processed,n/a,W.R. Berkley Corporation,$97.28,849-03-3467
1885,Cocktail Napkin Blue,Public Utilities,Nortel Inversora SA,$4.91,357-07-1773
1886,Chef Hat 20cm,Technology,QAD Inc.,$45.93,399-85-7628
1887,"Chestnuts - Whole,canned",Consumer Services,At Home Group Inc.,$57.02,643-31-2721
1888,Orange - Tangerine,Health Care,Invitae Corporation,$47.50,615-27-3055
1889,Cheese - Cheddar With Claret,n/a,Eaton Vance Tax-Managed Buy-Write Income Fund,$28.27,372-43-3576
1890,"Pasta - Spaghetti, Dry",n/a,Axis Capital Holdings Limited,$5.25,685-28-5613
1891,Sauce - Ranch Dressing,Consumer Non-Durables,"Harley-Davidson, Inc.",$97.80,676-81-2687
1892,Beef - Short Loin,n/a,"Equus Total Return, Inc.",$52.76,428-35-2280
1893,"Coke - Classic, 355 Ml",Capital Goods,"MOCON, Inc.",$7.94,219-82-4239
1894,Pork Salted Bellies,n/a,"Central Europe, Russia and Turkey Fund, Inc. (The)",$82.51,676-01-0992
1895,"Chilli Paste, Sambal Oelek",n/a,Brookfield Global Listed Infrastructure Income Fund,$98.23,265-57-8196
1896,Chocolate - Liqueur Cups With Foil,n/a,Scudder Municiple Income Trust,$53.86,147-19-0760
1897,Boogies,Technology,"Social Reality, Inc.",$44.97,391-50-1134
1898,Cheese - Ermite Bleu,Health Care,"LeMaitre Vascular, Inc.",$9.48,362-79-1382
1899,Wine - Vineland Estate Semi - Dry,Public Utilities,Atmos Energy Corporation,$11.60,179-22-0225
1900,"Coke - Classic, 355 Ml",Consumer Non-Durables,Hershey Company (The),$34.10,437-26-0119
1901,"Oranges - Navel, 72",Consumer Services,500.com Limited,$55.46,453-38-0804
1902,Wine - Penfolds Koonuga Hill,n/a,PowerShares S&P SmallCap Financials Portfolio,$83.10,708-67-3617
1903,"Wine - Sherry Dry Sack, William",n/a,Eaton Vance Municipal Income Trust,$80.52,378-10-6469
1904,Papayas,Technology,Globant S.A.,$20.98,681-95-8417
1905,Pate - Cognac,Energy,"Centennial Resource Development, Inc.",$1.57,516-04-1902
1906,Soup - Campbells Mushroom,n/a,"AmTrust Financial Services, Inc.",$30.22,567-61-1227
1907,Gatorade - Fruit Punch,Capital Goods,CPS Technologies Corp.,$20.64,276-09-2985
1908,Wine - Cabernet Sauvignon,Consumer Services,GasLog LP.,$66.01,294-19-6641
1909,Pie Filling - Apple,Energy,Parker Drilling Company,$86.20,329-52-7099
1910,Wine - Touraine Azay - Le - Rideau,Finance,BanColombia S.A.,$44.05,677-89-5573
1911,"Cheese - Woolwich Goat, Log",Finance,"Home BancShares, Inc.",$28.53,247-55-8314
1912,V8 Splash Strawberry Kiwi,Capital Goods,"Forterra, Inc.",$23.15,774-20-1577
1913,"Wine - Red, Gallo, Merlot",n/a,"Blackrock MuniYield Fund, Inc.",$44.89,537-52-1048
1914,Nantuket Peach Orange,n/a,Drive Shack Inc.,$78.18,615-06-4962
1915,Lettuce - Escarole,n/a,Nuveen Municipal Credit Income Fund,$85.82,744-58-9285
1916,Beef - Striploin Aa,Finance,"Prudential Financial, Inc.",$71.45,562-94-2645
1917,Swiss Chard - Red,Basic Industries,Masco Corporation,$2.19,291-61-2950
1918,Shallots,Energy,Sprague Resources LP,$69.89,355-01-1165
1919,Raspberries - Frozen,Basic Industries,VALE S.A.,$41.75,230-75-7660
1920,Wine - Balbach Riverside,Capital Goods,"Green Brick Partners, Inc.",$76.43,318-55-4565
1921,"Pepsi - Diet, 355 Ml",Health Care,Tonix Pharmaceuticals Holding Corp.,$56.31,696-27-8330
1922,Tea - Vanilla Chai,Consumer Services,Francesca's Holdings Corporation,$77.18,568-05-2216
1923,"Wine - Red, Colio Cabernet",Energy,"Alliance Resource Partners, L.P.",$8.42,691-74-0726
1924,Wine - Maipo Valle Cabernet,Consumer Services,"Insight Enterprises, Inc.",$44.96,485-29-0486
1925,Long Island Ice Tea,Capital Goods,"Schmitt Industries, Inc.",$86.36,813-21-2330
1926,"Bread - Pumpernickle, Rounds",n/a,Flaherty & Crumrine Dynamic Preferred and Income Fund Inc.,$72.03,292-95-5026
1927,Cookies - Amaretto,Technology,STMicroelectronics N.V.,$9.74,411-17-8230
1928,Appetizer - Southwestern,n/a,PowerShares Optimum Yield Diversified Commodity Strategy No K-,$12.50,871-83-0441
1929,Beer - Upper Canada Lager,Health Care,icad inc.,$97.33,358-62-7523
1930,Caviar - Salmon,n/a,Federal Agricultural Mortgage Corporation,$16.46,370-87-0211
1931,Icecream Cone - Areo Chocolate,Public Utilities,Black Hills Corporation,$86.41,634-28-7211
1932,Appetizer - Tarragon Chicken,Health Care,"Rennova Health, Inc.",$47.28,865-61-8079
1933,Clementine,Health Care,"Walgreens Boots Alliance, Inc.",$62.25,127-96-2003
1934,Okra,Consumer Services,"Foot Locker, Inc.",$88.97,245-49-6974
1935,Curry Powder,Consumer Services,Mistras Group Inc,$57.26,891-70-2343
1936,Bay Leaf Ground,Energy,"TPI Composites, Inc.",$64.01,127-37-5069
1937,Rambutan,n/a,W.R. Berkley Corporation,$56.44,338-28-4069
1938,Plate Pie Foil,n/a,Gabelli Dividend,$63.22,865-12-7257
1939,"Tomatoes - Cherry, Yellow",Health Care,CONMED Corporation,$64.46,486-74-4233
1940,Ice Cream - Strawberry,Finance,"Merrill Lynch Depositor, Inc.",$99.98,471-90-3039
1941,"Water - Spring Water, 355 Ml",n/a,GSV Capital Corp,$16.99,155-43-1503
1942,Coriander - Ground,Finance,"Texas Capital Bancshares, Inc.",$3.48,627-21-5533
1943,Fireball Whisky,Health Care,"Agile Therapeutics, Inc.",$19.26,430-88-2983
1944,Tomato - Tricolor Cherry,Finance,"Northfield Bancorp, Inc.",$22.67,855-50-0334
1945,"Bread - Rolls, Corn",Finance,"Great Southern Bancorp, Inc.",$75.14,439-88-2850
1946,Wine - Jaboulet Cotes Du Rhone,Capital Goods,Cemtrex Inc.,$59.56,624-76-7489
1947,Bread Crumbs - Panko,n/a,Costamare Inc.,$61.86,510-10-3337
1948,Sole - Iqf,Capital Goods,"Insteel Industries, Inc.",$24.11,296-08-3602
1949,"Pepper - Black, Ground",n/a,First Trust Indxx Global Natural Resources Income ETF,$31.87,360-02-4726
1950,Chef Hat 20cm,Health Care,Global Partner Acquisition Corp.,$66.22,896-75-7576
1951,Chocolate - Semi Sweet,Capital Goods,"Taylor Devices, Inc.",$57.73,299-26-3909
1952,Pineapple - Regular,n/a,First Trust Canada AlphaDEX Fund,$37.13,432-64-2627
1953,Piping Jelly - All Colours,Finance,"Boston Private Financial Holdings, Inc.",$73.79,643-59-4424
1954,Icecream - Dibs,Health Care,"Champions Oncology, Inc.",$69.34,116-01-7261
1955,Wine - Chenin Blanc K.w.v.,n/a,Eaton Vance Corporation,$44.82,606-71-8763
1956,Muffin Mix - Carrot,Technology,"Everspin Technologies, Inc.",$78.65,171-86-5204
1957,Milk - Homo,Finance,M III Acquisition Corp.,$8.47,156-49-7412
1958,Beef Tenderloin Aaa,n/a,Tekla World Healthcare Fund,$80.59,495-94-5155
1959,Petite Baguette,Consumer Non-Durables,US Foods Holding Corp.,$48.38,555-05-2271
1960,Wine - Zinfandel California 2002,Consumer Services,"SunOpta, Inc.",$48.61,270-91-8058
1961,Syrup - Monin - Passion Fruit,Finance,Aegon NV,$30.03,289-47-8455
1962,Juice - Apple Cider,Public Utilities,Northwest Natural Gas Company,$55.95,402-42-5324
1963,Piping Jelly - All Colours,Basic Industries,"Synthesis Energy Systems, Inc.",$33.68,883-45-5067
1964,Cookie - Oatmeal,Miscellaneous,"CDK Global, Inc.",$47.63,596-93-4100
1965,Bacardi Breezer - Tropical,Public Utilities,Qwest Corporation,$75.41,812-65-6510
1966,Wine - Chateau Bonnet,n/a,FIRST REPUBLIC BANK,$21.32,341-42-4204
1967,Turnip - Mini,Technology,"MINDBODY, Inc.",$9.49,284-96-3481
1968,Cup Translucent 9 Oz,Technology,Atomera Incorporated,$18.73,363-57-7992
1969,Wine - German Riesling,n/a,M&T Bank Corporation,$4.99,834-53-1720
1970,Lettuce - Curly Endive,Consumer Services,NXT-ID Inc.,$17.46,128-12-8275
1971,Potatoes - Peeled,n/a,ProShares UltraPro Short QQQ,$14.01,613-44-2289
1972,"Champagne - Brights, Dry",Consumer Services,Liberty Broadband Corporation,$81.73,775-55-5878
1973,Muffin Mix - Corn Harvest,Finance,Siebert Financial Corp.,$27.40,697-38-2715
1974,Lychee - Canned,Capital Goods,"Allied Motion Technologies, Inc.",$40.67,114-50-3577
1975,Hot Choc Vending,Finance,"FCB Financial Holdings, Inc.",$98.63,269-14-4409
1976,"Halibut - Whole, Fresh",Finance,"Nicholas Financial, Inc.",$45.91,527-36-8098
1977,Wine - Chianti Classica Docg,Finance,"Armada Hoffler Properties, Inc.",$10.95,540-02-3050
1978,Beef Flat Iron Steak,Basic Industries,Newmont Mining Corporation,$55.39,462-33-0157
1979,Rabbit - Whole,Health Care,"Fortress Biotech, Inc.",$88.43,765-58-4759
1980,Blueberries,Basic Industries,Olin Corporation,$62.95,739-32-9425
1981,"Cheese - Boursin, Garlic / Herbs",Energy,Penn Virginia Corporation,$72.92,237-34-4222
1982,Trueblue - Blueberry Cranberry,Capital Goods,"Taylor Devices, Inc.",$82.19,261-21-1977
1983,Pepper - Jalapeno,Consumer Services,"Yatra Online, Inc.",$75.28,697-80-9215
1984,Beets - Golden,Health Care,"Cyclacel Pharmaceuticals, Inc.",$87.97,477-47-6925
1985,Orange Roughy 4/6 Oz,Finance,State Auto Financial Corporation,$86.95,615-05-8313
1986,Dill Weed - Fresh,Finance,U.S. Bancorp,$1.85,779-38-7948
1987,Bouq All Italian - Primerba,Consumer Services,Hornbeck Offshore Services,$86.43,899-42-1154
1988,"Juice - Clam, 46 Oz",Basic Industries,Hexcel Corporation,$91.63,780-71-0224
1989,Foil Wrap,Consumer Services,"Hemisphere Media Group, Inc.",$42.67,104-61-6278
1990,"Pork - Loin, Center Cut",n/a,Vanguard Russell 1000 ETF,$46.01,780-31-9737
1991,Snapple - Iced Tea Peach,Miscellaneous,"TechTarget, Inc.",$61.24,450-05-1370
1992,Cheese Cloth No 60,Consumer Services,VEREIT Inc.,$10.37,276-96-8040
1993,Beef Dry Aged Tenderloin Aaa,Health Care,"Alimera Sciences, Inc.",$43.62,142-17-6942
1994,Durian Fruit,Capital Goods,"Comfort Systems USA, Inc.",$99.65,846-52-8850
1995,Straws - Cocktale,Technology,"Everspin Technologies, Inc.",$52.01,499-46-3950
1996,"Cheese - Cheddar, Old White",Capital Goods,Delphi Automotive plc,$67.21,680-06-6971
1997,Cleaner - Bleach,Finance,Fanhua Inc.,$14.58,790-42-7528
1998,"Pasta - Rotini, Dry",Health Care,Compugen Ltd.,$83.43,498-16-9996
1999,Salad Dressing,Energy,Chevron Corporation,$71.50,500-01-6287
2000,Appetizer - Seafood Assortment,n/a,iShares MSCI ACWI ex US Index Fund,$65.42,836-54-9462
